Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Lot Number,Lot Number1,Supplier Lot Number,On Hand Date,Expiration Date Month,TIME
AUBA,DP050,DP050.E,DP050.E-PL,4577018,4577018,"",2026-05-06 00:00:00,2028-04-08 00:00:00,2026-07-14 00:00:00
AUBA,DP050,DP050.E,DP050.E-PL,4578827,4578827,"",2026-05-05 00:00:00,2028-05-04 00:00:00,2026-07-14 00:00:00
AUBA,DP050,DP050.E,DP050.E-PL,4578827,4578827,"",2026-05-22 00:00:00,2028-05-04 00:00:00,2026-07-14 00:00:00
AUBA,DP050,DP050.E,DP050.E-PL,4578827,4578827,"",2026-05-27 00:00:00,2028-05-04 00:00:00,2026-07-14 00:00:00
AUBA,DP050,DP050.E,DP050.E-PL,4580535,4580535,"",2026-06-02 00:00:00,2028-06-01 00:00:00,2026-07-14 00:00:00
AUBA,DP050,DP050.E,DP050.E-PL,4580535,4580535,"",2026-06-19 00:00:00,2028-06-01 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4582739,4582739,,2026-07-07 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4582739,4582739,"",2026-06-28 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4582739,4582739,"",2026-07-07 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4583060,4583060,"",2026-06-30 00:00:00,2028-06-29 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4583707,4583707,,2026-07-12 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4583707,4583707,"",2026-07-09 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
SING,DP050,DP050.S,DP050.S,4583707,4583707,"",2026-07-12 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PD,4568948,4568948,,2025-10-04 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PD,4568948,4568948,,2025-10-07 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PD,4568948,4568948,"",2025-10-02 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PD,4568948,4568948,"",2025-10-04 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PD,4568948,4568948,"",2025-10-07 00:00:00,2027-10-02 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4570915,4570915,,2025-11-12 00:00:00,2027-11-11 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4570915,4570915,"",2025-11-11 00:00:00,2027-11-11 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4570915,4570915,"",2025-11-12 00:00:00,2027-11-11 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4583707,4583707,,2026-07-12 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4583707,4583707,"",2026-07-09 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PD,4583707,4583707,"",2026-07-12 00:00:00,2028-07-08 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578077,4578077,,2026-04-09 00:00:00,2028-03-27 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578077,4578077,"",2026-03-28 00:00:00,2028-03-27 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578077,4578077,"",2026-04-09 00:00:00,2028-03-27 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,,2026-04-05 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,,2026-04-20 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,"",2026-04-04 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,"",2026-04-05 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,"",2026-04-20 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
MUM3,DP050,DP050.S,DP050.S-PL,4578707,4578707,"",2026-06-05 00:00:00,2028-04-03 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579283,4579283,,2026-04-29 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579283,4579283,"",2026-04-21 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579283,4579283,"",2026-04-29 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579283,4579283,"",2026-06-05 00:00:00,2028-04-20 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579514,4579514,,2026-05-13 00:00:00,2028-04-25 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579514,4579514,"",2026-04-26 00:00:00,2028-04-25 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579514,4579514,"",2026-05-13 00:00:00,2028-04-25 00:00:00,2026-07-14 00:00:00
SHAN,DP050,DP050.S,DP050.S-PL,4579514,4579514,"",2026-07-13 00:00:00,2028-07-12 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4581662,4581662,,2026-06-05 00:00:00,2028-05-31 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4581662,4581662,,2026-06-15 00:00:00,2028-05-31 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4581662,4581662,"",2026-06-01 00:00:00,2028-05-31 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4581662,4581662,"",2026-06-05 00:00:00,2028-05-31 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4581662,4581662,"",2026-06-15 00:00:00,2028-05-31 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4582739,4582739,,2026-07-07 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4582739,4582739,"",2026-06-28 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
SNG4,DP050,DP050.S,DP050.S-PL,4582739,4582739,"",2026-07-07 00:00:00,2028-06-27 00:00:00,2026-07-14 00:00:00
CIN2,DP050T,DP050T,DP050T-T2,4582609,4582609,"",2026-07-01 00:00:00,2028-06-20 00:00:00,2026-07-14 00:00:00
CIN2,DP050T,DP050T,DP050T-T2,4582609,4582609,"",2026-07-02 00:00:00,2028-06-20 00:00:00,2026-07-14 00:00:00
CINC,DP060,DP060,DP060,4581594,4581594,"",2026-05-27 00:00:00,2028-05-16 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582268,4582268,"",2026-06-16 00:00:00,2028-06-05 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582268,4582268,"",2026-06-22 00:00:00,2028-06-05 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582679,4582679,"",2026-06-17 00:00:00,2028-06-06 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582679,4582679,"",2026-06-23 00:00:00,2028-06-06 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582680,4582680,"",2026-06-25 00:00:00,2028-06-14 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582680,4582680,"",2026-07-09 00:00:00,2028-06-14 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582681,4582681,"",2026-06-17 00:00:00,2028-06-06 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-B1,4582681,4582681,"",2026-06-22 00:00:00,2028-06-06 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4581003,4581003,"",2026-05-15 00:00:00,2028-05-04 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4581003,4581003,"",2026-05-26 00:00:00,2028-05-15 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582676,4582676,"",2026-06-19 00:00:00,2028-06-08 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582676,4582676,"",2026-06-24 00:00:00,2028-06-13 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582677,4582677,"",2026-06-22 00:00:00,2028-06-11 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582677,4582677,"",2026-06-24 00:00:00,2028-06-11 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582678,4582678,"",2026-06-23 00:00:00,2028-06-12 00:00:00,2026-07-14 00:00:00
CIN2,DP060,DP060,DP060-PL,4582678,4582678,"",2026-06-25 00:00:00,2028-06-12 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E,4578828,4578828,"",2026-05-21 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E,4578828,4578828,"",2026-06-29 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-B1,4566863,4566863,"",2025-08-20 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-B1,4566863,4566863,"",2025-08-28 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-B1,4566863,4566863,"",2026-01-07 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P1,4566863,4566863,"",2025-08-20 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P1,4566863,4566863,"",2025-08-28 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P1,4566863,4566863,"",2026-01-07 00:00:00,2027-08-20 00:00:00,2026-07-14 00:00:00
AUB2,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-04 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUB2,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-12 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUB2,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-17 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUB2,DP060,DP060.E,DP060.E-P2,4578828,4578828,"",2026-05-21 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
AUB2,DP060,DP060.E,DP060.E-P2,4578828,4578828,"",2026-06-29 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-04 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-12 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-P2,4572450,4572450,"",2026-02-17 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4567574,4567574,"",2025-09-23 00:00:00,2027-09-23 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4567574,4567574,"",2025-10-10 00:00:00,2027-09-23 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4572450,4572450,"",2026-02-04 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4572450,4572450,"",2026-02-12 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4572450,4572450,"",2026-02-17 00:00:00,2028-02-04 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4578828,4578828,"",2026-05-21 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
AUBA,DP060,DP060.E,DP060.E-PL,4578828,4578828,"",2026-06-29 00:00:00,2028-05-20 00:00:00,2026-07-14 00:00:00
SING,DP060,DP060.S,DP060.S,4582927,4582927,,2026-06-28 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
SING,DP060,DP060.S,DP060.S,4582927,4582927,"",2026-06-25 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
SING,DP060,DP060.S,DP060.S,4582927,4582927,"",2026-06-28 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
SNG4,DP060,DP060.S,DP060.S-PL,4582927,4582927,,2026-06-28 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
SNG4,DP060,DP060.S,DP060.S-PL,4582927,4582927,"",2026-06-25 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
SNG4,DP060,DP060.S,DP060.S-PL,4582927,4582927,"",2026-06-28 00:00:00,2028-06-24 00:00:00,2026-07-14 00:00:00
CIN2,DP6611,DP6611,DP6611,4553025,4553025,"",2024-11-15 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
CIN2,DP6611,DP6611,DP6611,4553025,4553025,"",2024-11-20 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
CIN2,DP6611,DP6611,DP6611-PL,4553025,4553025,"",2024-11-15 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
CIN2,DP6611,DP6611,DP6611-PL,4553025,4553025,"",2024-11-20 00:00:00,2026-11-15 00:00:00,2026-07-14 00:00:00
AUBA,DP6611,DP6611.E,DP6611.E,4579972,4579972,"",2026-05-06 00:00:00,2028-05-05 00:00:00,2026-07-14 00:00:00
AUBA,DP6611,DP6611.E,DP6611.E-PL,4579972,4579972,"",2026-05-06 00:00:00,2028-05-05 00:00:00,2026-07-14 00:00:00
AUBA,DP6611,DP6611.S,DP6611.S-PL,4572443,4572443,,2025-12-09 00:00:00,2027-12-09 00:00:00,2026-07-14 00:00:00
AUBA,DP6611,DP6611.S,DP6611.S-PL,4572443,4572443,"",2025-12-09 00:00:00,2027-12-09 00:00:00,2026-07-14 00:00:00
AUBA,DP6611,DP6611.S,DP6611.S-PL,4572443,4572443,4572443,2025-12-15 00:00:00,2027-12-09 00:00:00,2026-07-14 00:00:00
SHAN,DP6612,DP6612.S,DP6612.S-B1,4580320,4580320,,2026-05-04 00:00:00,2027-05-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6612,DP6612.S,DP6612.S-B1,4580320,4580320,"",2026-05-02 00:00:00,2027-05-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6612,DP6612.S,DP6612.S-B1,4580320,4580320,"",2026-05-04 00:00:00,2027-05-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6612,DP6612.S,DP6612.S-B1,4580320,4580320,"",2026-06-05 00:00:00,2027-05-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4578714,4578714,"",2026-04-16 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4578714,4578714,"",2026-05-13 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4580327,4580327,,2026-05-05 00:00:00,2027-05-03 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4580327,4580327,"",2026-05-03 00:00:00,2027-05-03 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4580327,4580327,"",2026-05-05 00:00:00,2027-05-03 00:00:00,2026-07-14 00:00:00
SHAN,DP6700,DP6700.S,DP6700.S-PL,4580327,4580327,"",2026-06-05 00:00:00,2027-05-03 00:00:00,2026-07-14 00:00:00
SNG4,DP6700,DP6700.S,DP6700.S-PL,4582102,4582102,,2026-06-19 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
SNG4,DP6700,DP6700.S,DP6700.S-PL,4582102,4582102,"",2026-06-05 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
SNG4,DP6700,DP6700.S,DP6700.S-PL,4582102,4582102,"",2026-06-19 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4578716,4578716,,2026-04-19 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4578716,4578716,"",2026-04-16 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4578716,4578716,"",2026-04-19 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4578716,4578716,"",2026-05-13 00:00:00,2027-04-16 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4581631,4581631,,2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4581631,4581631,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S,4581631,4581631,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,,2026-05-06 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-05-04 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-05-06 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-06-05 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,,2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SHAN,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,,2026-05-06 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-05-04 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-05-06 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SING,DP6701,DP6701.S,DP6701.S-PL,4580329,4580329,"",2026-06-05 00:00:00,2027-05-04 00:00:00,2026-07-14 00:00:00
SNG4,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,,2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SNG4,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,"",2026-06-02 00:00:00,2027-06-02 00:00:00,2026-07-14 00:00:00
SNG4,DP6701,DP6701.S,DP6701.S-PL,4581631,4581631,"",2026-07-13 00:00:00,2027-07-13 00:00:00,2026-07-14 00:00:00
CIN2,DP680,DP680,DP680,4583213,4583213,"",2026-07-09 00:00:00,2028-06-28 00:00:00,2026-07-14 00:00:00
CIN2,DP680,DP680,DP680,4583213,4583213,"",2026-07-13 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
CIN2,DP680,DP680,DP680-B1,4583213,4583213,"",2026-07-09 00:00:00,2028-06-28 00:00:00,2026-07-14 00:00:00
CIN2,DP680,DP680,DP680-B1,4583213,4583213,"",2026-07-13 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
AUB2,DP680,DP680.E,DP680.E,DP680-050726,DP680-050726,"",2026-07-07 00:00:00,2028-07-06 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E,DP680-210125,DP680-210125,"",2025-01-21 00:00:00,2027-01-21 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-240226,DP680-240226,"",2026-02-24 00:00:00,2028-02-24 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-240226,DP680-240226,"",2026-03-04 00:00:00,2028-02-24 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-270526,DP680-270526,"",2026-05-27 00:00:00,2028-05-26 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-270526,DP680-270526,"",2026-06-16 00:00:00,2028-05-26 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-310326,DP680-310326,"",2026-04-02 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-B1,DP680-310326,DP680-310326,"",2026-05-20 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
AUB2,DP680,DP680.E,DP680.E-P1,DP680-270526,DP680-270526,"",2026-05-27 00:00:00,2028-05-26 00:00:00,2026-07-14 00:00:00
AUB2,DP680,DP680.E,DP680.E-P1,DP680-270526,DP680-270526,"",2026-06-16 00:00:00,2028-05-26 00:00:00,2026-07-14 00:00:00
AUB2,DP680,DP680.E,DP680.E-P1,DP680-310326,DP680-310326,"",2026-04-02 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
AUB2,DP680,DP680.E,DP680.E-P1,DP680-310326,DP680-310326,"",2026-05-20 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-P1,DP680-240226,DP680-240226,"",2026-02-24 00:00:00,2028-02-24 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-P1,DP680-240226,DP680-240226,"",2026-03-04 00:00:00,2028-02-24 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-P1,DP680-310326,DP680-310326,"",2026-04-02 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
AUBA,DP680,DP680.E,DP680.E-P1,DP680-310326,DP680-310326,"",2026-05-20 00:00:00,2028-04-01 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4581037,4581037,,2026-05-19 00:00:00,2028-05-17 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4581037,4581037,"",2026-05-18 00:00:00,2028-05-17 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4581037,4581037,"",2026-05-19 00:00:00,2028-05-17 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4583061,4583061,,2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4583061,4583061,"",2026-07-03 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S,4583061,4583061,"",2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
MUM3,DP680,DP680.S,DP680.S-B1,4577208,4577208,,2026-03-19 00:00:00,2028-03-15 00:00:00,2026-07-14 00:00:00
MUM3,DP680,DP680.S,DP680.S-B1,4577208,4577208,"",2026-03-16 00:00:00,2028-03-15 00:00:00,2026-07-14 00:00:00
MUM3,DP680,DP680.S,DP680.S-B1,4577208,4577208,"",2026-03-19 00:00:00,2028-03-15 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S-B1,4583061,4583061,,2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S-B1,4583061,4583061,"",2026-07-03 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SING,DP680,DP680.S,DP680.S-B1,4583061,4583061,"",2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4581287,4581287,,2026-06-12 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4581287,4581287,"",2026-06-08 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4581287,4581287,"",2026-06-12 00:00:00,2028-06-07 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4582740,4582740,"",2026-06-29 00:00:00,2028-06-28 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4582740,4582740,"",2026-07-05 00:00:00,2028-06-28 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4583061,4583061,,2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4583061,4583061,"",2026-07-03 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
SNG4,DP680,DP680.S,DP680.S-B1,4583061,4583061,"",2026-07-12 00:00:00,2028-07-02 00:00:00,2026-07-14 00:00:00
AUBA,DPA1811,DPA1811.E,DPA1811.E,4581391,4581391,"",2026-05-27 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
AUBA,DPA1811,DPA1811.E,DPA1811.E-TO,4581391,4581391,"",2026-05-27 00:00:00,2027-05-27 00:00:00,2026-07-14 00:00:00
CIN2,DPE3500,DPE3500,DPE3500,254249,254249,"",2025-08-20 00:00:00,2027-02-20 00:00:00,2026-07-14 00:00:00
CIN2,DPE3500,DPE3500,DPE3500,254249,254249,254249,2025-08-20 00:00:00,2027-02-20 00:00:00,2026-07-14 00:00:00
CIN2,DPE3500,DPE3500,DPE3500,254249,254249,254249,2026-04-13 00:00:00,2027-02-20 00:00:00,2026-07-14 00:00:00
CIN2,DPE3500,DPE3500,DPE3500-T2,261751,261751,261751,2026-06-06 00:00:00,2027-12-06 00:00:00,2026-07-14 00:00:00
CIN2,DPI8000,DPI8000,DPI8000,4581595,4581595,"",2026-06-05 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
CIN2,DPI8000,DPI8000,DPI8000,4581595,4581595,"",2026-06-09 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
CIN2,DPI8000,DPI8000,DPI8000-FD,4581595,4581595,"",2026-06-05 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
CIN2,DPI8000,DPI8000,DPI8000-FD,4581595,4581595,"",2026-06-09 00:00:00,2027-06-05 00:00:00,2026-07-14 00:00:00
AUBA,DPI8000,DPI8000.E,DPI8000.E-TO,4580179,4580179,"",2026-05-05 00:00:00,2027-05-05 00:00:00,2026-07-14 00:00:00
