Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,WO Number,WO Status,Order Date,Start Date,Completed Date,Quantity Requested,Quantity Completed,Unit of Measure
CINC,ME67235,ME67235,ME67235,4583503,32,2026-06-30 00:00:00,2026-07-23 00:00:00,,43900,0,LB
CINC,ME67235,ME67235,ME67235,4583221,32,2026-06-24 00:00:00,2026-07-27 00:00:00,,43900,0,LB
CINC,ME67235,ME67235,ME67235-FD,4583504,20,2026-06-30 00:00:00,2026-07-27 00:00:00,,38,0,DR
CINC,ME67235,ME67235,ME67235-T2,4584136,20,2026-07-13 00:00:00,2026-07-16 00:00:00,,9,0,TO
CINC,ME67235,ME67235,ME67235-T2,4583505,20,2026-06-30 00:00:00,2026-07-27 00:00:00,,9,0,TO
AUBA,ME8905,ME8905.E,ME8905.E,4583845,20,2026-07-07 00:00:00,2026-07-22 00:00:00,,11585,0,KG
CINC,ME89535DE,ME89535DE,ME89535DE,4584137,35,2026-07-13 00:00:00,2026-07-16 00:00:00,,500,0,LB
CINC,ME89535DE,ME89535DE,ME89535DE,4584138,35,2026-07-13 00:00:00,2026-07-17 00:00:00,,500,0,LB
CINC,ME89535DE,ME89535DE,ME89535DE-FD,4584139,20,2026-07-13 00:00:00,2026-07-18 00:00:00,,1,0,DR
CINC,ME89535DE,ME89535DE,ME89535DE-FD,4584140,20,2026-07-13 00:00:00,2026-07-20 00:00:00,,1,0,DR
CINC,ME91735,ME91735,ME91735,4582895,32,2026-06-17 00:00:00,2026-07-16 00:00:00,,44000,0,LB
CINC,ME91735,ME91735,ME91735,4583330,30,2026-06-26 00:00:00,2026-07-20 00:00:00,,44000,0,LB
CINC,ME91735,ME91735,ME91735,4582842,32,2026-06-16 00:00:00,2026-07-29 00:00:00,,44000,0,LB
CINC,ME91735,ME91735,ME91735-FD,4582896,20,2026-06-17 00:00:00,2026-07-19 00:00:00,,80,0,DR
CINC,ME91735,ME91735,ME91735-FD,4583331,20,2026-06-26 00:00:00,2026-07-24 00:00:00,,97,0,DR
CINC,ME91735,ME91735,ME91735-T3,4582897,20,2026-06-17 00:00:00,2026-07-22 00:00:00,,3,0,TO
CINC,ME91735,ME91735,ME91735-T3,4582845,20,2026-06-16 00:00:00,2026-07-31 00:00:00,,17,0,TO
SING,ME92040,ME92040.S,ME92040.S-T2,4583834,20,2026-07-07 00:00:00,2026-07-15 00:00:00,,6,0,TO
CINC,ME93235,ME93235,ME93235,4583623,32,2026-07-01 00:00:00,2026-07-24 00:00:00,,43900,0,LB
CINC,ME93235,ME93235,ME93235,4583506,32,2026-06-30 00:00:00,2026-07-30 00:00:00,,43900,0,LB
CINC,ME93235,ME93235,ME93235-FD,4583624,20,2026-07-01 00:00:00,2026-07-27 00:00:00,,43,0,DR
CINC,ME93235,ME93235,ME93235-PD,4583932,20,2026-07-08 00:00:00,2026-07-27 00:00:00,,4,0,DR
CINC,ME93235,ME93235,ME93235-T3,4583625,20,2026-07-01 00:00:00,2026-07-27 00:00:00,,8,0,TO
CINC,ME94340,ME94340,ME94340-PL,4584002,35,2026-07-09 00:00:00,2026-07-14 00:00:00,,10,0,PL
CINC,ME94340,ME94340,ME94340-T2,4583813,35,2026-07-06 00:00:00,2026-07-16 00:00:00,,15,0,TO
SING,ME94340,ME94340.S,ME94340.S,4583772,20,2026-07-06 00:00:00,2026-07-21 00:00:00,,6000,0,KG
SING,ME94340,ME94340.S,ME94340.S-OP,4583773,20,2026-07-06 00:00:00,2026-07-22 00:00:00,,15,0,DR
SING,ME94340,ME94340.S,ME94340.S-PD,4583774,20,2026-07-06 00:00:00,2026-07-22 00:00:00,,15,0,DR
AUBA,MF4915,MF4915.E,MF4915.E,4584096,20,2026-07-13 00:00:00,2026-07-23 00:00:00,,10000,0,KG
AUBA,MF4915,MF4915.E,MF4915.E-TO,4583718,35,2026-07-03 00:00:00,2026-07-15 00:00:00,,13,0,TO
AUBA,MF4915,MF4915.E,MF4915.E-TO,4584097,20,2026-07-13 00:00:00,2026-07-27 00:00:00,,12,0,TO
CINC,MFB3530,MFB3530,MFB3530,4582898,30,2026-06-17 00:00:00,2026-08-06 00:00:00,,8400,0,LB
AUBA,MFB5770,MFB5770.E,MFB5770.E,4584175,20,2026-07-14 00:00:00,2026-07-28 00:00:00,,6000,0,KG
AUBA,MFB5770,MFB5770.E,MFB5770.E-PD,4584176,20,2026-07-14 00:00:00,2026-07-28 00:00:00,,30,0,DR
CINC,MFHS268,MFHS268,MFHS268,4581841,90,2026-05-27 00:00:00,2026-07-13 00:00:00,,46000,0,LB
CINC,MFHS268,MFHS268,MFHS268,4583433,32,2026-06-29 00:00:00,2026-07-22 00:00:00,,46000,0,LB
CINC,MFHS268,MFHS268,MFHS268,4583435,32,2026-06-29 00:00:00,2026-07-23 00:00:00,,46000,0,LB
CINC,MFHS268,MFHS268,MFHS268-OP,4581840,35,2026-05-27 00:00:00,2026-07-14 00:00:00,,102,0,DR
CINC,MFHS268,MFHS268,MFHS268-OP,4581842,20,2026-05-27 00:00:00,2026-07-15 00:00:00,,102,0,DR
CINC,MFHS268,MFHS268,MFHS268-OP,4583434,20,2026-06-29 00:00:00,2026-07-24 00:00:00,,102,0,DR
CINC,MFHS268,MFHS268,MFHS268-OP,4583436,20,2026-06-29 00:00:00,2026-07-28 00:00:00,,102,0,DR
AUBA,MFHS9121,MFHS9121.E,MFHS9121.E,4584119,20,2026-07-13 00:00:00,2026-07-21 00:00:00,,5500,0,KG
AUBA,MFHS9121,MFHS9121.E,MFHS9121.E-TO,4584120,20,2026-07-13 00:00:00,2026-07-23 00:00:00,,5,0,TO
AUBA,MFP1853R,MFP1853R.E,MFP1853R.E,4583902,35,2026-07-08 00:00:00,2026-07-16 00:00:00,,5700,0,KG
AUBA,MFP1853R,MFP1853R.E,MFP1853R.E-PD,4583903,20,2026-07-08 00:00:00,2026-07-17 00:00:00,,32,0,DR
CIN2,MFR1924A,MFR1924A,MFR1924A,4584050,20,2026-07-10 00:00:00,2026-07-24 00:00:00,,36000,0,LB
CIN2,MFR1924A,MFR1924A,MFR1924A-KP,4584051,20,2026-07-10 00:00:00,2026-07-28 00:00:00,,80,0,DR
AUBA,MFR1924A,MFR1924A.E,MFR1924A.E,4584032,20,2026-07-10 00:00:00,2026-09-20 00:00:00,,2700,0,KG
AUBA,MFR1924A,MFR1924A.E,MFR1924A.E-PL,4584171,20,2026-07-14 00:00:00,2026-07-17 00:00:00,,4,0,PL
AUBA,MFR1924A,MFR1924A.E,MFR1924A.E-TO,4584033,20,2026-07-10 00:00:00,2026-09-21 00:00:00,,3,0,TO
CINC,MGRD1350,MGRD1350,MGRD1350,4583864,32,2026-07-07 00:00:00,2026-07-22 00:00:00,,12000,0,LB
CINC,MGRD1350,MGRD1350,MGRD1350-T2,4583865,20,2026-07-07 00:00:00,2026-07-26 00:00:00,,5,0,TO
CIN2,MGRD200,MGRD200,MGRD200-T3,4583676,30,2026-07-02 00:00:00,2026-07-22 00:00:00,,1,0,TO
CIN2,MGRD4223,MGRD4223,MGRD4223,4583628,32,2026-07-01 00:00:00,2026-07-23 00:00:00,,3250,0,LB
CIN2,MGRD4223,MGRD4223,MGRD4223-FD,4583629,20,2026-07-01 00:00:00,2026-07-24 00:00:00,,7,0,DR
CIN2,MI001,MI001,MI001,4583877,32,2026-07-07 00:00:00,2026-07-08 00:00:00,,6348,0,ML
CIN2,MIWAX437,MIWAX437,MIWAX437,4580230,20,2026-04-27 00:00:00,2026-08-03 00:00:00,,35932,0,LB
CIN2,MIWAX437,MIWAX437,MIWAX437-SS,4580231,20,2026-04-27 00:00:00,2026-08-07 00:00:00,,52,0,BG
CINC,ML124,ML124,ML124-FD,4584197,20,2026-07-14 00:00:00,2026-07-21 00:00:00,,3,0,DR
AUBA,ML124P,ML124P.E,ML124P.E,4581934,20,2026-05-29 00:00:00,2026-08-09 00:00:00,,6890,0,KG
AUBA,ML124P,ML124P.E,ML124P.E-PD,4583984,20,2026-07-09 00:00:00,2026-08-11 00:00:00,,4,0,DR
AUBA,ML124P,ML124P.E,ML124P.E-TO,4581937,20,2026-05-29 00:00:00,2026-08-11 00:00:00,,5,0,TO
SING,ML156PFP,ML156PFP.S,ML156PFP.S,4583835,32,2026-07-07 00:00:00,2026-07-17 00:00:00,,6000,0,KG
SING,ML156PFP,ML156PFP.S,ML156PFP.S-PD,4583836,20,2026-07-07 00:00:00,2026-07-17 00:00:00,,30,0,DR
CINC,ML160PFP,ML160PFP,ML160PFP,4584198,32,2026-07-14 00:00:00,2026-07-27 00:00:00,,30000,0,LB
CINC,ML160PFP,ML160PFP,ML160PFP-FD,4583233,35,2026-06-24 00:00:00,2026-07-15 00:00:00,,18,0,DR
CINC,ML160PFP,ML160PFP,ML160PFP-FD,4584199,20,2026-07-14 00:00:00,2026-07-30 00:00:00,,44,0,DR
CINC,ML160PFP,ML160PFP,ML160PFP-PL,4584182,20,2026-07-14 00:00:00,2026-07-15 00:00:00,,12,0,PL
CINC,ML160PFP,ML160PFP,ML160PFP-T2,4583234,35,2026-06-24 00:00:00,2026-07-15 00:00:00,,7,0,TO
CINC,ML160PFP,ML160PFP,ML160PFP-T2,4584200,20,2026-07-14 00:00:00,2026-07-30 00:00:00,,4,0,TO
AUBA,ML160PFP,ML160PFP.E,ML160PFP.E,4584104,20,2026-07-13 00:00:00,2026-07-26 00:00:00,,11450,0,KG
AUBA,ML160PFP,ML160PFP.E,ML160PFP.E,4584105,20,2026-07-13 00:00:00,2026-07-27 00:00:00,,11450,0,KG
AUBA,ML160PFP,ML160PFP.E,ML160PFP.E-PL,4584172,20,2026-07-14 00:00:00,2026-07-17 00:00:00,,1,0,PL
AUBA,ML160PFP,ML160PFP.E,ML160PFP.E-TO,4584110,20,2026-07-13 00:00:00,2026-07-28 00:00:00,,2,0,TO
CINC,ML160RPH,ML160RPH,ML160RPH-FD,4584123,20,2026-07-13 00:00:00,2026-07-15 00:00:00,,11,0,DR
AUBA,ML160RPH,ML160RPH.E,ML160RPH.E,4584106,20,2026-07-13 00:00:00,2026-07-27 00:00:00,,11000,0,KG
AUBA,ML160RPH,ML160RPH.E,ML160RPH.E,4584108,20,2026-07-13 00:00:00,2026-07-28 00:00:00,,9000,0,KG
AUBA,ML160RPH,ML160RPH.E,ML160RPH.E-TO,4584107,20,2026-07-13 00:00:00,2026-07-27 00:00:00,,11,0,TO
AUBA,ML160RPH,ML160RPH.E,ML160RPH.E-TO,4584109,20,2026-07-13 00:00:00,2026-07-28 00:00:00,,9,0,TO
SING,ML180,ML180.S,ML180.S,4583746,32,2026-07-06 00:00:00,2026-07-15 00:00:00,,8016,0,KG
SING,ML180,ML180.S,ML180.S,4583748,32,2026-07-06 00:00:00,2026-07-16 00:00:00,,8016,0,KG
SING,ML180,ML180.S,ML180.S-PD,4583747,20,2026-07-06 00:00:00,2026-07-16 00:00:00,,40,0,DR
SING,ML180,ML180.S,ML180.S-PD,4583749,20,2026-07-06 00:00:00,2026-07-17 00:00:00,,40,0,DR
AUBA,ML190,ML190.E,ML190.E,4584098,20,2026-07-13 00:00:00,2026-07-23 00:00:00,,10490,0,KG
AUBA,ML190,ML190.E,ML190.E-PD,4583843,20,2026-07-07 00:00:00,2026-07-15 00:00:00,,4,0,DR
AUBA,ML190,ML190.E,ML190.E-TO,4584099,20,2026-07-13 00:00:00,2026-07-24 00:00:00,,10,0,TO
AUBA,ML193P,ML193P.E,ML193P.E-PD,4584095,20,2026-07-13 00:00:00,2026-07-15 00:00:00,,4,0,DR
AUBA,ML215P,ML215P.E,ML215P.E,4584068,20,2026-07-10 00:00:00,2026-07-21 00:00:00,,11035,0,KG
AUBA,ML215P,ML215P.E,ML215P.E,4584069,20,2026-07-10 00:00:00,2026-07-22 00:00:00,,11035,0,KG
CINC,ML511,ML511,ML511-FD,4583935,35,2026-07-08 00:00:00,2026-07-17 00:00:00,,11,0,DR
CINC,ML511,ML511,ML511-OP,4583936,35,2026-07-08 00:00:00,2026-07-17 00:00:00,,2,0,DR
CINC,ML511,ML511,ML511-T3,4583937,35,2026-07-08 00:00:00,2026-07-17 00:00:00,,1,0,TO
CINC,ML693K,ML693K,ML693K,4584201,32,2026-07-14 00:00:00,2026-07-16 00:00:00,,36000,0,LB
AUBA,ML723HSP,ML723HSP.E,ML723HSP.E-PD,4584111,20,2026-07-13 00:00:00,2026-07-16 00:00:00,,1,0,DR
CINC,MP2960,MP2960,MP2960-T2,4582675,35,2026-06-12 00:00:00,2026-07-13 00:00:00,,13,0,TO
AUBA,MP2960,MP2960.E,MP2960.E,4583904,90,2026-07-08 00:00:00,2026-07-13 00:00:00,,7970,0,KG
AUBA,MP2960,MP2960.E,MP2960.E-TO,4583905,20,2026-07-08 00:00:00,2026-07-15 00:00:00,,8,0,TO
CINC,MP34040,MP34040,MP34040,4583940,32,2026-07-08 00:00:00,2026-07-23 00:00:00,,22400,0,LB
CINC,MP498340D,MP498340D,MP498340D,4583630,20,2026-07-01 00:00:00,2026-08-03 00:00:00,,41000,0,LB
CINC,MP498340R,MP498340R,MP498340R,4583510,30,2026-06-30 00:00:00,2026-07-28 00:00:00,,44000,0,LB
AUBA,MP498340R,MP498340R.E,MP498340R.E,4583776,35,2026-07-06 00:00:00,2026-07-15 00:00:00,,8000,0,KG
AUBA,MP498340R,MP498340R.E,MP498340R.E-TO,4583783,20,2026-07-06 00:00:00,2026-07-16 00:00:00,,8,0,TO
CINC,MP498345N,MP498345N,MP498345N,4584009,32,2026-07-09 00:00:00,2026-07-23 00:00:00,,525,0,LB
CINC,MP498345N,MP498345N,MP498345N,4584010,32,2026-07-09 00:00:00,2026-07-24 00:00:00,,525,0,LB
CINC,MP498345N,MP498345N,MP498345N,4584011,32,2026-07-09 00:00:00,2026-07-28 00:00:00,,525,0,LB
CINC,MP498345N,MP498345N,MP498345N-OP,4584013,20,2026-07-09 00:00:00,2026-07-24 00:00:00,,1,0,DR
CINC,MP498345N,MP498345N,MP498345N-OP,4584012,20,2026-07-09 00:00:00,2026-07-28 00:00:00,,1,0,DR
CINC,MP498345N,MP498345N,MP498345N-OP,4584014,20,2026-07-09 00:00:00,2026-07-29 00:00:00,,1,0,DR
AUBA,MP498345P,MP498345P.E,MP498345P.E,4584165,20,2026-07-14 00:00:00,2026-07-23 00:00:00,,10000,0,KG
AUBA,MP498345P,MP498345P.E,MP498345P.E-TO,4584166,20,2026-07-14 00:00:00,2026-07-24 00:00:00,,10,0,TO
CINC,MP4983R,MP4983R,MP4983R,4583941,32,2026-07-08 00:00:00,2026-07-16 00:00:00,,28000,0,LB
CINC,MP4983R,MP4983R,MP4983R,4584053,32,2026-07-10 00:00:00,2026-07-17 00:00:00,,28000,0,LB
CINC,MP4983R,MP4983R,MP4983R,4583511,32,2026-06-30 00:00:00,2026-07-27 00:00:00,,44000,0,LB
CINC,MP4983R,MP4983R,MP4983R,4583512,32,2026-06-30 00:00:00,2026-07-31 00:00:00,,44000,0,LB
CINC,MP4983R,MP4983R,MP4983R-PL,4583942,20,2026-07-08 00:00:00,2026-07-17 00:00:00,,5,0,PL
CINC,MP4983R,MP4983R,MP4983R-T2,4583943,20,2026-07-08 00:00:00,2026-07-17 00:00:00,,6,0,TO
CINC,MP4983R,MP4983R,MP4983R-T3,4583944,20,2026-07-08 00:00:00,2026-07-17 00:00:00,,5,0,TO
CINC,MP4983R,MP4983R,MP4983R-T3,4584054,20,2026-07-10 00:00:00,2026-07-22 00:00:00,,10,0,TO
AUBA,MP4983R,MP4983R.E,MP4983R.E,4583837,35,2026-07-07 00:00:00,2026-07-15 00:00:00,,22000,0,KG
CINC,MWC50,MWC50,MWC50-T3,4583682,20,2026-07-02 00:00:00,2026-07-16 00:00:00,,15,0,TO
CINC,MWC70LV,MWC70LV,MWC70LV-FD,4584055,20,2026-07-10 00:00:00,2026-07-17 00:00:00,,3,0,DR
AUBA,MWC75,MWC75.E,MWC75.E,4582984,20,2026-06-19 00:00:00,2026-08-11 00:00:00,,5500,0,KG
AUBA,MWC75,MWC75.E,MWC75.E-TO,4582985,20,2026-06-19 00:00:00,2026-08-13 00:00:00,,6,0,TO
CIN2,NM70AFN,NM70AFN,NM70AFN,4584056,20,2026-07-10 00:00:00,2026-07-22 00:00:00,,28000,0,LB
CIN2,NM70NR,NM70NR,NM70NR-OP,4583633,35,2026-07-01 00:00:00,2026-07-15 00:00:00,,5,0,DR
AUBA,NM73,NM73.E,NM73.E-TO,4582162,20,2026-06-03 00:00:00,2026-07-13 00:00:00,,4,0,TO
CINC,NYCM6201,NYCM6201,NYCM6201-T2,4584211,20,2026-07-14 00:00:00,2026-07-15 00:00:00,,1,0,TO
AUBA,NYS2010,NYS2010.E,NYS2010.E,4584100,20,2026-07-13 00:00:00,2026-07-28 00:00:00,,8200,0,KG
AUBA,NYS2010,NYS2010.E,NYS2010.E-TO,4584101,20,2026-07-13 00:00:00,2026-07-29 00:00:00,,8,0,TO
AUBA,NYS2202,NYS2202.E,NYS2202.E,4582816,20,2026-06-16 00:00:00,2026-08-12 00:00:00,,10000,0,KG
AUBA,NYS2202,NYS2202.E,NYS2202.E-TO,4582817,20,2026-06-16 00:00:00,2026-08-13 00:00:00,,10,0,TO
CINC,PE931M,PE931M,PE931M,4584202,32,2026-07-14 00:00:00,2026-07-20 00:00:00,,500,0,LB
CINC,PE931M,PE931M,PE931M-PL,4584203,20,2026-07-14 00:00:00,2026-07-22 00:00:00,,6,0,PL
AUBA,PH00001A,PH00001A.E,PH00001A.E,4584167,20,2026-07-14 00:00:00,2026-07-16 00:00:00,,5000,0,KG
AUBA,PH00001A,PH00001A.E,PH00001A.E,4584169,20,2026-07-14 00:00:00,2026-07-16 00:00:00,,2000,0,KG
AUBA,PH00001A,PH00001A.E,PH00001A.E-PD,4584170,20,2026-07-14 00:00:00,2026-07-16 00:00:00,,10,0,DR
AUBA,PH00001A,PH00001A.E,PH00001A.E-TO,4584168,20,2026-07-14 00:00:00,2026-07-16 00:00:00,,5,0,TO
CINC,PH00101E,PH00101E,PH00101E,4583945,35,2026-07-08 00:00:00,2026-07-25 00:00:00,,20750,0,LB
CINC,PH00101E,PH00101E,PH00101E-OP,4584059,20,2026-07-10 00:00:00,2026-07-28 00:00:00,,6,0,DR
CINC,PH00101E,PH00101E,PH00101E-T3,4583946,20,2026-07-08 00:00:00,2026-07-28 00:00:00,,7,0,TO
AUBA,PH90102L,PH90102L.E,PH90102L.E,4581935,20,2026-05-29 00:00:00,2026-08-11 00:00:00,,950,0,KG
AUBA,PH90102L,PH90102L.E,PH90102L.E-TO,4581936,20,2026-05-29 00:00:00,2026-08-11 00:00:00,,1,0,TO
CIN2,PITCH,PITCH,PITCH,4584179,35,2026-07-14 00:00:00,2026-07-23 00:00:00,,30000,0,LB
CIN2,PITCH,PITCH,PITCH,4584213,90,2026-07-14 00:00:00,2026-07-23 00:00:00,,35000,0,LB
CIN2,PK263,PK263,PK263,4584204,20,2026-07-14 00:00:00,2026-07-22 00:00:00,,40500,0,LB
CIN2,PK263,PK263,PK263-T3,4584205,20,2026-07-14 00:00:00,2026-07-24 00:00:00,,15,0,TO
CIN2,PK265AP,PK265AP,PK265AP,4584142,20,2026-07-13 00:00:00,2026-07-20 00:00:00,,43200,0,LB
CIN2,PK265AP,PK265AP,PK265AP-T3,4583873,20,2026-07-07 00:00:00,2026-07-16 00:00:00,,25,0,TO
CIN2,PK265AP,PK265AP,PK265AP-T3,4584143,20,2026-07-13 00:00:00,2026-07-21 00:00:00,,16,0,TO
CIN2,PK265D,PK265D,PK265D,4584060,32,2026-07-10 00:00:00,2026-07-16 00:00:00,,35500,0,LB
CIN2,PK265D,PK265D,PK265D-T3,4584061,20,2026-07-10 00:00:00,2026-07-17 00:00:00,,13,0,TO
CIN2,PK521,PK521,PK521,4583683,32,2026-07-02 00:00:00,2026-07-16 00:00:00,,44000,0,LB
CIN2,PK521,PK521,PK521,4583947,20,2026-07-08 00:00:00,2026-07-21 00:00:00,,44000,0,LB
CIN2,PK521,PK521,PK521-T3,4583684,20,2026-07-02 00:00:00,2026-07-17 00:00:00,,16,0,TO
CIN2,PK521,PK521,PK521-T3,4583949,20,2026-07-08 00:00:00,2026-07-22 00:00:00,,16,0,TO
SING,PP05S,PP05S.S,PP05S.S-OP,4583977,35,2026-07-09 00:00:00,2026-07-14 00:00:00,,5,0,DR
SING,PP05S,PP05S.S,PP05S.S-OP,4583979,35,2026-07-09 00:00:00,2026-07-14 00:00:00,,40,0,DR
SING,PP05S,PP05S.S,PP05S.S-OP,4584151,35,2026-07-14 00:00:00,2026-07-15 00:00:00,,5,0,DR
CINC,PP201,PP201,PP201,4582909,90,2026-06-17 00:00:00,2026-07-27 00:00:00,,44000,0,LB
CINC,PP201,PP201,PP201,4584062,20,2026-07-10 00:00:00,2026-08-04 00:00:00,,44000,0,LB
CINC,PP201,PP201,PP201-OP,4582911,20,2026-06-17 00:00:00,2026-07-29 00:00:00,,97,0,DR
CINC,PP201,PP201,PP201-OP,4584063,20,2026-07-10 00:00:00,2026-08-10 00:00:00,,97,0,DR
AUBA,PP201,PP201.E,PP201.E,4583711,90,2026-07-03 00:00:00,2026-07-14 00:00:00,,18000,0,KG
CINC,PPGTPO,PPGTPO,PPGTPO,4584021,32,2026-07-09 00:00:00,2026-07-20 00:00:00,,8700,0,LB
CINC,PPGTPO,PPGTPO,PPGTPO-OP,4584022,20,2026-07-09 00:00:00,2026-07-24 00:00:00,,19,0,DR
AUBA,PROXELDILUE,PROXELDILUE.E,PROXELDILUE.E,4584154,20,2026-07-14 00:00:00,2026-07-23 00:00:00,,1000,0,KG
CIN2,PRX20097,PRX20097,PRX20097-SS,4584184,35,2026-07-14 00:00:00,2026-07-15 00:00:00,,5,0,SS
CIN2,RB105,RB105,RB105,4584064,32,2026-07-10 00:00:00,2026-07-15 00:00:00,,13000,0,LB
CIN2,RB105,RB105,RB105-FD,4584065,20,2026-07-10 00:00:00,2026-07-16 00:00:00,,4,0,DR
CIN2,RB105,RB105,RB105-T3,4584066,20,2026-07-10 00:00:00,2026-07-16 00:00:00,,4,0,TO
CIN2,RC39AFG,RC39AFG,RC39AFG-OP,4584024,20,2026-07-09 00:00:00,2026-07-15 00:00:00,,24,0,DR
CINC,RC39RXT,RC39RXT,RC39RXT,4583513,32,2026-06-30 00:00:00,2026-07-27 00:00:00,,42000,0,LB
CIN2,RCPLUSFG,RCPLUSFG,RCPLUSFG,4584025,20,2026-07-09 00:00:00,2026-07-22 00:00:00,,11500,0,LB
CIN2,RCPLUSFG,RCPLUSFG,RCPLUSFG-OP,4584026,20,2026-07-09 00:00:00,2026-07-23 00:00:00,,24,0,DR
CIN2,RCPLUSFR,RCPLUSFR,RCPLUSFR,4583952,20,2026-07-08 00:00:00,2026-07-20 00:00:00,,33000,0,LB
CIN2,RCPLUSFR,RCPLUSFR,RCPLUSFR-OP,4583953,20,2026-07-08 00:00:00,2026-07-22 00:00:00,,72,0,DR
CINC,RHOB320,RHOB320,RHOB320,4583340,32,2026-06-26 00:00:00,2026-07-17 00:00:00,,40300,0,LB
CINC,RHOB320,RHOB320,RHOB320-T2,4583341,20,2026-06-26 00:00:00,2026-07-20 00:00:00,,19,0,TO
CINC,RXDOWN,RXDOWN,RXDOWN,4502852,20,2022-04-12 00:00:00,2026-11-25 00:00:00,2022-04-22 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516202,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516203,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516206,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516207,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516208,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,28000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516209,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516210,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516211,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516214,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2023-01-05 00:00:00,12000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516221,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516224,20,2022-12-09 00:00:00,2026-11-25 00:00:00,2023-01-17 00:00:00,500,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4535889,20,2023-12-19 00:00:00,2026-11-25 00:00:00,2024-02-13 00:00:00,500,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4513997,20,2022-10-28 00:00:00,2026-12-24 00:00:00,2022-11-01 00:00:00,500,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516201,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516205,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2022-12-27 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516212,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2022-12-27 00:00:00,12000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516215,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516216,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516217,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516218,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,28000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516219,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516220,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516222,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4516223,20,2022-12-09 00:00:00,2026-12-24 00:00:00,2023-01-05 00:00:00,44000,0,LB
CINC,RXDOWN,RXDOWN,RXDOWN,4526215,20,2023-06-15 00:00:00,2026-12-24 00:00:00,2023-09-06 00:00:00,500,0,LB
CINC,SDP500,SDP500,SDP500,4584144,32,2026-07-13 00:00:00,2026-07-24 00:00:00,,35000,0,LB
CIN2,ST130,ST130,ST130,4583821,20,2026-07-06 00:00:00,2026-07-22 00:00:00,,25000,0,LB
CIN2,ST130,ST130,ST130-T3,4583822,20,2026-07-06 00:00:00,2026-07-23 00:00:00,,9,0,TO
CIN2,ST201,ST201,ST201-FD,4583824,35,2026-07-06 00:00:00,2026-07-14 00:00:00,,22,0,DR
